animeID,title,mean_api,num_episodes_api,genres_api,synopsis_api
8134,Puniru is a Kawaii Slime,6.91,12.0,"Comedy, Gag Humor, School","This is the story of Puniru the slime and Kotarou, a middle school student, until they cease being friends...

Kotarou Kawaii is a second-year middle school boy. When he was in elementary school, a slime he created came to life, and for the past seven years, he has been spending time with the slime named Puniru as his ""friend."" However, there is one problem for Kotarou...

Over the seven years, both have grown significantly, and Puniru has transformed into an incredibly beautiful girl!

Besides her beautiful appearance, Puniru freely transforms into various cute forms as a slime, causing Kotarou to be both excited and bewildered by her carefree behavior every time.

Will Puniru and Kotarou be able to continue spending time together as ""friends"" despite these challenging days ahead?

(Source: Official website)"
8135,Shooting Star Gakusaver,6.5,6.0,"Comedy, Mecha, Parody, School, Sci-Fi, Space","A gigantic meteorite landed on earth a few years back. A mysterious capsule believed to have belonged to the aliens was discovered. Called the ""black box,"" an international organization called ""Project BB"" was created to research it.

Eight boys, including Manabu Yoshimura, attend International Academy, a school located near Project BB headquarters. They are enticed by their teacher Toukichi Hashiba's promise of ""I'll give you class credit,"" and end up getting involved in his experiment. The experiment was to enter the eight empty chambers of meteorite. According to Hashiba's theory, the meteorite should strongly respond to strong human thoughts. He tells them to have a clear image of a great looking gigantic robot; if they do, something should happen...

Then, a big spaceship appears in the sky and an alien calling himself Wercury appears in a 3-D image. He tells them he is from the Star of Prokimasi and that he has come to collect the meteorite of the Choshin people. If they do not hand it over, he will challenge the earth beings to a battle. Manabu and his friends are confused by the unexpected turn of events but the meteorite responds to the thoughts of the group and suddenly starts to transform itself into a gigantic robot. Then, attacked by the invading Prokimasi robot, they are forced to pull their strength together and fight back. But it is extremely difficult to put the wills of the eight together as one and the robot cannot fight in the way it should. The gigantic robot that Hashiba named ""Gakusaver"" and Manabu's eight; can they manage to protect Earth and the meteorite from the Prokimasi invasion?

(Source: King Records)"
8136,I'm Kodama Kawashiri,5.72,24.0,Comedy,"The story depicts the lazy, unhealthy daily life of Kawashiri, who loves alcohol and anything greasy, salty, or sweet.

(Source: ANN)"
8138,Zinba,6.76,52.0,"Action, Adventure, Comedy, Mythology, Super Power","The juvenile Kan from the earth is summoned to the Kingdom of Toria , where he encounters attack from the giant creature Zinba, and he's rescued by the linker Shibuki and Uranus. Later, he accidentally gets on the linker squad DUX truck to the maze valley, finding in a cave a golden Zinba.

(Source: Lookus English YT Channel, edited)"
8139,A Place Where There Are Moths,4.29,1.0,Avant Garde,"A Place Where There Are Moths depicts the conflict between drab concrete block apartment living and the natural environment in Japanese cities. The forces of nature are represented by the motif of a tree whose leaves metamorphose into orange moths and take over a middle-aged woman's apartment, pushing her room higher and higher within the building.

(Source: Midnight Eye)"
8140,Guess Iono's Partner Pokémon!,5.85,2.0,Kids,"Digital influencer, streamer, and Gym Leader Nanjyamo introduces herself and asks the audience to guess what her partner Pokémon is."
8142,GGO Football,6.64,52.0,"Comedy, Sports, Team Sports","As we enter the 21st century, the relationship between sports and technology is getting closer and closer. Sports products are enhanced by technological advances. The designs of footballs and football shoes require detailed information and computer tests in order to produce products that will allow us to reach the full potential and beyond. If we were only reliant on human testing, the standards would definitely fluctuate greatly. Thus, Professor GGO was brought in as consultant in the research, and as a result GGO robotic footballers were created.

(Source: GGO Football Website)"
8143,Entaku no Kishi Monogatari: Moero Arthur,6.34,30.0,"Adventure, Drama, Historical, Romance","After his parents are killed by the Evil Lavic, Arthur is a contender to become King of all Britain. Arthur and his brave knights embark on a quest for the Holy Shield – the only hope to beat Lavic and unify the kingdom.

(Source: Toei Animation)"
8144,Moero Arthur: Hakuba no Ouji,6.16,22.0,"Adventure, Drama, Historical, Romance","Moero Arthur Hakuba no Oji is an anime based on the Arthurian legend and it is a sequel to the earlier series Entaku no Kishi Monogatari: Moero Arthur. This time Arthur conceals his true identity in order to defeat Ziking as he and his four new companions begin a journey of adventures.

(Source: Toei Animation)"
8145,Mononoke the Movie: Phantom in the Rain,8.01,1.0,"Adult Cast, Historical, Horror, Mystery, Mythology, Psychological, Supernatural, Suspense","Asa and Kame strike up an immediate friendship when they arrive at the same time for their first day of duty at the Ooku, the splendid pleasure palace housing the harem of Lord Tenshi. The two young women are there to join the many hundreds of other maidservants—men are barred from entering, with immediate beheading the price of trespassing. It soon becomes clear that behind the luxurious lifestyle and ritualized routines of the Ooku lie sinister schemes and cynical rivalries. Meanwhile, a mysterious wandering potion-peddler known only as the Medicine Seller subtly insinuates himself into the Ooku, just as an uncanny, otherworldly menace begins to reveal itself.

(Source: Fantasia Festival)"
8146,"Goodbye, Don Glees!",7.47,1.0,"Adventure, Drama","Teen misfits Roma, Toto, and Drop call themselves the ""Don Glees,"" an informal name for their backyard adventures. One day, when the trio gets blamed for a nearby forest fire, they set off into the woods to prove their innocence. As disaster strikes their expedition, tensions flare between the friends as they realize that growing up has taken them on wildly different paths in life.

(Source: GKIDS)"
8147,Orb: On the Movements of the Earth,8.7,25.0,"Drama, Historical, Seinen","Twelve-year-old prodigy Rafal believes in living rationally, so as to earn praise and respect from society while not being led astray by his emotions. To this end, he publicly states his intention to study theology—the academic field held in highest regard in early 15th century Poland. However, an encounter with a mysterious man upends Rafal's life, sparking an illogical desire to instead pursue his passion for astronomy.

Rafal is determined to prove the beauty and rationality of heliocentrism—the theory that the Earth revolves around the Sun. This belief is considered heretical by the powerful Church, which promotes geocentrism—the Sun revolving around the Earth—as the sole truth of the universe. Those whose beliefs do not align with the will of the Church suffer unfathomably gruesome consequences.

In pursuit of evidence for a heliocentric model of the universe, Rafal grapples with obtaining precise calculations and building empirical theories. His greatest challenge, however, lies in conducting this research discreetly—lest he wish to meet the same fate as other heretics.

[Written by MAL Rewrite]"
8151,Monogatari Series: Off & Monster Season - A Cruel Fairy Tale: The Beautiful Princess,8.65,14.0,"Comedy, Mystery, Supernatural, Vampire","Koyomi Araragi spent his last year of high school helping girls in his town resolve various supernatural afflictions. But now Araragi has departed for university, leaving his friends to fend for themselves against new problems and curses that plague them. Yotsugi Ononoki, once a human corpse and now a living doll, takes residence in Araragi's home, keeping watch over his sister Tsukihi, a girl harboring a mystical secret of her own. As part of her duties, Yotsugi fills Araragi's vacated role as occult expert, assisting others in town with their issues.

One of these girls, middle school student Nadeko Sengoku, slowly recovers from her own recent brushes with the paranormal. She avoids returning to school, instead spending time alone in her room and pursuing her dream of becoming a professional manga artist. In order to speed up Nadeko's quest for mastery of her craft, Yotsugi convinces her to create four copies of herself, each representing a distinct aspect of Nadeko's personality. However, the clones refuse to help Nadeko, instead escaping into the town and creating a chaotic mess. Now forced to grapple with her own fractured sense of identity, Nadeko sets out to capture them and resolve her inner conflict.

[Written by MAL Rewrite]"
8152,"Attack on Titan: Chibi Theater - Survey Corps, The Final!",7.68,2.0,"Comedy, Parody",Shingeki no Kyojin Season 4 DVD/BD specials. They are chibi parody shorts; one video was included on each of the DVD/BDs. Each video contained eight stories (essentially chibi parody short episode 60–75) which continued the chibi parody story from the previous chibi parody specials included on the DVD/BDs of the previous seasons.
8155,FLCL: Grunge,4.66,3.0,"Avant Garde, Comedy, Mecha, Parody, Sci-Fi","While the adults have no hope for tomorrow, the youth accept the decline and poverty of the city as an ordinary part of their reality until Haruko throws the city into chaos.

(Source: Anime News Network)"
8157,Lupin the Third Part 6,7.33,1.0,"Action, Adult Cast, Adventure, Comedy, Mystery, Seinen",Episode 0 of Lupin III: Part 6 series.
8158,Shichinin no Nana,6.72,25.0,"Adventure, Comedy, Romance, School","On the last Valentine's Day before her high school entrance exams, Nana Suzuki tries to build up the courage to confess to her longtime crush. However, when her chocolates are accidentally ruined, she rushes back to her house to make more—not realizing that the microwave has been turned into a strange invention by her grandfather. Suddenly, six additional copies of Nana appear, each possessing their own extreme personality and a crystal that grants them magic powers!

With her plans ruined, Nana vows to confess to her crush in her first year of high school. The only problem is that her crush is top student Yuuichi Kamichika, and following him to his elite high school will mean that she has to hit the books. With six new allies to help her, Nana begins to prepare for anything that the exam season might throw at her.

[Written by MAL Rewrite]"
8159,Kenda Master Ken (TV),5.5,10.0,Comedy,"Ken Tamaki defeats corrupt organizations and even finds love through his favorite pastime, the Japanese skill toy ""kendama."" But kendama is no mere toy. The stakes are high and Ken will have to fight for his right to play in KENDA MASTER KEN!

(Source: HDIVE)"
8161,Protocol: Rain,6.08,12.0,"Action, Video Game","After an accident that killed his father and left his sister with a disability, Shun Tokinoya's mental duress has led to him refraining from online gaming. Now a model high school student who feels remorse over his past lifestyle, Shun works part-time in the cybercafe owned by his childhood friend Nozomi Inatsuki in order to support his family. 

Despite this, an incident pushes Shun back into the world of online gaming. Following the sudden retirement of all players of FOX ONE—Nozomi's father’s esports team—Shun learns that the Inatsuki family is in severe debt. In order to repay the money they owe, Shun reluctantly agrees to participate in an online game tournament: Xaxerion Championship.

Joined by their classmate Akito Sendou, the three of them scout for talented players to rebuild the team. Although they are lucky to find two promising additions to FOX ONE, it is too soon to celebrate: if Shun does not let go of his guilty conscience, the makeshift team stands no chance at winning the tournament.

[Written by MAL Rewrite]"
8162,New Year Special: It's New Year's! 7 x 7 = 49 Nanas?,6.33,1.0,"Adventure, Comedy","On New Year's Day, Nana Suzuki is disappointed when she has to share her holiday allowance with her six clones. However, the hyper-intelligent Nanasama hypothesizes that they can use the invention that cloned Nana to increase their allowance. Things don't go so smoothly this time either, though, as chaos ensues when Nana multiplies again—this time into 49 copies! 

[Written by MAL Rewrite]"
8163,Urusei Yatsura (2022) 2nd Season,7.84,23.0,"Comedy, Romance, Sci-Fi, Shounen","Second season of Urusei Yatsura (2022).
"
8167,The iDOLM@STER Cinderella Girls: U149,7.7,12.0,"Idols (Female), Music, Slice of Life","Mature grade school student Arisu Tachibana is an aspiring idol who receives an invitation from her company president to participate in the Third Entertainment Section—a new idol project. Arisu and eight other young girls soon meet their producer before beginning idol-related activities.

To the girls' surprise, their producer appears to be a childlike adult and nothing like what they had imagined. The producer, who is taking on the position for the first time, also had no idea that he would be meeting a group of short, young idols. The awkward situation leaves Arisu disappointed, and she wishes for a producer change.

However, the producer, with his genuine love for idols and his desire to see them shine, will not let this opportunity pass and expresses that he is serious about working with the girls. Thankfully, the young idols accept the producer after seeing his unwavering passion for idols, serving as the start of their journey to the stage of dreams.

[Written by MAL Rewrite]"
8169,A Will Eternal 2nd Season,8.19,54.0,"Action, Adventure, Fantasy, Historical, Martial Arts",Second season of Yi Nian Yong Heng.
8171,Cardfight!! Vanguard Highschool Arc,6.34,14.0,"Action, Strategy Game","Upon the conclusion of the Vanguard High School Koshien, Kouji Ibuki begins to have new nightmares. Nome Tatsunagi has Suiko summon him to the mansion where they learn he can see a Dark Tower called Sanctuary. Sanctuary is causing the timeline to be altered throughout history, and the only way to correct it is for Kouji to first correct his future mistake. Now Kouji and Suiko must travel the parallel world -if- and watch as Magical Girls Emi Sendou and Shuka summon Vanguard units to help correct history. Sadly the two can't help much as Cardfighting against real monsters doesn't do much good.

(Source: ANN)"
8172,Neo-Aspect,7.38,1.0,Music,Music video of the project band Roselia.
8173,Cardfight!! Vanguard: Shinemon Arc,6.65,31.0,"Action, Shounen, Strategy Game","This is the story of ""Shinemon Nitta"", the future manager of Card Capital.

10 years before the reunion of Aichi Sendou and Toshiki Kai, the card shop run by the Tokura family ""Card Capital"" was going out of business. Then came the attempt to take over the store by Esuka Hibino, the owner of a major card shop.

In order to protect Card Capital, Shinemon Nitta stands up as the ""Self-proclaimed Manager!""

(Source: Cardfight!! Vanguard Wiki)"
8174,Pikotaro's Lullaby La La By (Web),5.24,3.0,"Comedy, Parody","Pikotaro breaks new ground. Drawing inspiration from illustrations by director Taniguchi, he does the unthinkable: three-minute, scriptless fairy tale anime. Pikotaro is presented with classics loved around the world, including The Little Match Girl, Cinderella, and The Ugly Duckling. The mad genius who took the world by storm returns to bring you unique bedtime stories certain to rock you into absurd sleep.

(Source: Crunchyroll)"
8175,Cardfight!! Vanguard Gaiden: If,6.46,25.0,"Action, Adventure, Comedy, Mythology, Parody, Strategy Game","Upon the conclusion of the Vanguard High School Koshien, Kouji Ibuki begins to have new nightmares. Nome Tatsunagi has Suiko summon him to the mansion where they learn he can see a Dark Tower called Sanctuary. Sanctuary is causing the timeline to be altered throughout history, and the only way to correct it is for Kouji to first correct his future mistake. Now Kouji and Suiko must travel the parallel world -if- and watch as Magical Girls Emi Sendou and Shuka summon Vanguard units to help correct history. Sadly, the two can't help much, as Cardfighting against real monsters doesn't do much good.

(Source: ANN)"
8177,Cardfight!! Vanguard: overDress Season 2,6.7,13.0,"Action, Drama, Strategy Game","After the sudden departure of a valuable friend, the future of Team Blackout is now uncertain. Yu-yu Kondou and Megumi Ookura feel frustrated for failing to prevent the inevitable, while the heavily involved Touya Ebata is trying his best to atone for past mistakes that led to this misfortune. But whatever they decide to do next, the members of Team Blackout know that they will always find their way back together through their precious card game, Cardfight Vanguard. 

[Written by MAL Rewrite]"
8178,Cardfight!! Vanguard: will+Dress,6.84,13.0,"Action, Strategy Game","Four months after the battle at Nagoya Castle, Yu-yu and friends received an invitation to a tournament.
That ""Deluxe"" tournament aims to determine the strongest fighter, bringing together both ""Front Fighters"" who are active in official tournaments, and hidden powerhouse ""Counter Fighters"" like ""Blackout"" that compete against each other for flags.
The existing characters from overDress will be competing with new characters from will+Dress such as Raika, Michiru, and Urara, to become the strongest of them all!

(Source: Official Site)"
8179,Repaint,6.52,1.0,Music,"Official music video for the song Repaint by RAISE A SUILEN. Written and composed by Fear, and Loathing in Las Vegas."
8180,Wave!! Surfing Yappe!!,6.01,3.0,"Slice of Life, Sports","For years, 14-year-old Masaki Hinaoka showed no interest in surfing, despite it being his best friend Nalu Tanaka's favorite pastime. But his mind changes in the blink of an eye when he encounters a blond boy surfing at sunrise. He finds the boy beautiful and graceful, awakening unfamiliar feelings that draw him toward the surfboard and ride the waves himself. The newcomer, Shou Akitsuki, gladly helps Masaki experience his first surfboarding feats.

Although he cannot swim, Masaki exceeds his friends' expectations and shows incredible capability early on. This earns him a spot in a local competition, where he gets the chance to befriend other skilled surfers with unique styles and personalities, fueling his drive to improve. When a sudden tragedy strikes, however, all seems hopeless—but with the help of his newfound friends, Masaki continues to strive for success and to conquer the wildest of waves.

[Written by MAL Rewrite]
"
8181,Teppen—!!!!!!!!!!!!!!! Laughing 'til You Cry,6.6,12.0,"Comedy, School","The Teppen Grand Prix is a competition established out of an appreciation for stand-up comedy. As devoted fans of such performances, Yayoi Sakamoto and her two friends—Yomogi Takahashi and Yuzu Hosono—form the stand-up trio Young Wai-Wai. After qualifying for the final round in the prix, the three go up against other comedic trios, but only one group can emerge victorious.

With participants housed in a famous dorm where many comedians before them have lodged, the contestants' time living at the establishment will give them a chance to prove they have what it takes to make their audience laugh until they cry!

[Written by MAL Rewrite]
"
8182,WIXOSS Diva(A)Live,5.6,12.0,Strategy Game,"The story moves the ""Wixoss"" card game to the online virtual space of ""Wixossland"" as it continues to grow more popular. The game allows players to become the LRIG avatars themselves. The most popular format in the game is ""Diva Battle,"" which allows three players to team up to compete against other units for the most ""Selector"" fans. Some units are idol-themed, while others are DJ- and band-themed.

(Source: ANN)"
8183,TsumaSho,7.53,12.0,"Comedy, Reincarnation, Romance, Seinen","The moments Keisuke Niijima shared with his wife, Takae, were the happiest in his life. After their first meeting as coworkers, the bond between them gradually became stronger. They eventually married and were blessed with a daughter named Mai soon after. However, following Takae's death, time seems to have stopped for Keisuke, resulting in his inability to build a proper relationship with his daughter.

Ten years later, the gloomy Niijima household is bound for change when a little girl knocks at the door—claiming to be Takae's reincarnation. After confirming her identity, Keisuke's world brightens once more as he revels at the thought of making new memories with his beloved family. Unfortunately, this fortuitous miracle comes with its obvious drawbacks, and one mistake will spell more tragic consequences for Keisuke and everyone else involved.

[Written by MAL Rewrite]"
8184,Tying the Knot with an Amagami Sister,7.55,24.0,"Comedy, Harem, Romance, Shounen, Supernatural","After witnessing his mother's death at a young age, Uryuu Kamihate grew up disillusioned with the gods, dismissing faith in them as utter nonsense. Due to his beliefs, he aims to become a doctor, spending most of his time studying to enter the prestigious Kyoto University.

To further his studies, Uryuu searches for a new place to take him in and get away from the noisy environment of the orphanage where he grew up. Chidori Amagami, head priest of the Amagami Shrine, allows him to stay at the Amagami residence. However, Uryuu has to live there with Chidori's three granddaughters—Yae, Yuna, and Asahi—who serve as shrine maidens. Moreover, Chidori has another condition for Uryuu: he has to marry one of the sisters to ensure the shrine's future and one day inherit it. But with Uryuu's goals and outlook naturally clashing against the sisters' beliefs, this already daunting ordeal seems outright impossible.

[Written by MAL Rewrite]"
8185,"Mom, I'm Sorry",7.7,18.0,"Drama, Supernatural","""Mom, I'm sorry. Please don't die."" When Henry realizes death is at his mother's doorstep, he strikes a deal with a lifespan dealer to give years of his own life to his ailing mother. Now, his mother is a 20-year-old college student with a full life ahead of her, and Henry devotes his remaining days to helping her live life to the fullest. But things turn complicated when his friend falls in love with her!

(Source: LINE Webtoon)"
8186,True Beauty,6.59,13.0,"Comedy, Drama, Love Polygon, Romance","Tired of being looked down upon for her unattractive appearance, middle schooler Lim Jugyeong turns to the transformative powers of makeup. First, she experiments with BB cream, lip tint, and eyeliner; then she begins using mascara, double eyelid glue, and colored contacts. Before she knows it, Jugyeong goes from being a girl who is bullied for her ugliness to being praised as a high-class beauty. Constantly surrounded by those who adore her goddess-like appearance, Jugyeong can now live a more than comfortable life at school—she simply has to keep her bare face a secret.

However, everything changes when the new transfer student, Lee Suho, enters her life. Not only does the handsome Suho become immediately popular among their peers, but in a chance encounter, he also becomes the only classmate of Jugyeong's to see her face beneath the makeup. With her reputation on the line, Jugyeong must do whatever it takes to hide the truth about her appearance from the rest of her classmates. But the more time she spends with Suho, the more Jugyeong finds herself questioning whether one's true beauty lies solely in their looks.

[Written by MAL Rewrite]"
8187,Gundam Breaker: Battlogue,6.14,6.0,Mecha,"After intense fighting, the Gunpla Battle U.S. Championship enters its final round. Here, the figure of a certain fighter appears.

A few months later Misa Satsukino, building a new Gunpla in the Ayato Shopping Street, seems to be in a worse mood than usual. As an outlet for her unfocused anger, she sets her completed Gunpla in a simulator and enters battle, but the Gunpla is suddenly restrained.

On the eve of the huge GB Festa event, the fates of the Gunpla Fighters are at a critical juncture.

(Source: Gundam.info)"
8188,The Prince of Tennis II: U-17 World Cup,6.78,13.0,"School, Shounen, Sports","With the arrival of the U-17 World Cup, youth tennis teams from all around the world gather in Melbourne, Australia to determine which  is the best. With nine-time champion Germany vying to defend their title once more, and powerhouse nations—Switzerland, France, and the United States—determined to make things interesting, the road to victory is perilous. Although Japan is sitting at the bottom of the rankings, the addition of the nation's strongest middle school players has reinvigorated their chances at winning.

Captained by the ruthless Houou Byoudouin, Japan is ready to show the world what they are capable of. However, before the real competition starts, the teams will have a chance to prove their strength through exhibition matches. As luck would have it, Japan is slated to face off against defending champion Germany—a match they are likely to lose. To make matters worse, old allies have suddenly reappeared as sworn enemies. Before Team Japan crumbles under the pressure of the international stage, they must rise from the ashes and claim the title for themselves.

[Written by MAL Rewrite]"
8189,Backflip!! Movie,7.48,12.0,"Performing Arts, School, Sports","Shoutarou Futaba has always loved sports, but he never became more than a benchwarmer on his middle school baseball team. After noticing a group of gymnasts practicing in the park, he decides to watch a rhythmic gymnastics tournament on a whim. Although displaying an exhilarating performance at the competition, the Shoushukan High School's Rhythmic Gymnastics Club places second-to-last due to penalties acquired from not fielding a full six-man roster. 

The demonstration of skill captivates Shoutarou, and he decides to enroll at Shoushukan in hopes of joining the team despite having no background in the sport. The club recruits him alongside Ryouya Misato, a prodigal gymnast who was the runner-up in a junior tournament. 

Now with a full six-man roster, the team sets out to compete in the upcoming Inter-High tournament. As he strives to accomplish this ambitious endeavor, Shoutarou must learn and master the basics of rhythmic gymnastics all while working in tandem with his new teammates if Shoushukan wants to stand a chance at claiming the title.

[Written by MAL Rewrite]"
8191,Hyperventilation,7.19,6.0,"Boys Love, Drama, Erotica","Lee Myeongyi has lived his whole life with pneumothorax—a collapsed lung. He despises the attention he draws at school with his bouts of loud hyperventilating, extended coughing fits, and exemption from physical education as well as military service. Whether suffering through the curiosity or ire of his classmates, Myeongyi is left feeling like a complete outcast. However, the class president Han Seonho often shows Myeongyi kindness and understanding. With his friendly gestures and handsome looks, he becomes Myeongyi's first crush.

Nine years later, Myeongyi attends his high school reunion for only one reason: to see Han Seonho once again. He holds a tiny glimmer of hope about the other man's feelings for him—but after seeing the bright gold ring on Seonho's left hand and listening to their classmates' prying questions, that hope is quickly dashed. Excusing himself to go take a smoke, regardless of the state of his lungs, Myeongyi is followed outside by Seonho. Unexpectedly, that marks the beginning of their illicit love affair.

[Written by MAL Rewrite]"
8194,Paradox Live the Animation,6.87,12.0,"Drama, Music, Sci-Fi","In a future where hip-hop reigns supreme, skilled rappers put on shows known as Phantom Lives. There they turn their powerful emotions into captivating illusions for their audiences through the usage of ""Phantometal""—a material that reacts to the rapper's DNA to create the fantastic imagery. However, usage of Phantometal causes rappers to relive past traumas and painful memories in so-called Trap Reactions. Depending on the strength of the rapper's emotions, these reactions can be debilitating and even affect their psyche.

After disappearing without a trace 10 years prior, the legendary CLUB Paradox mysteriously returns to announce the start of a new Phantom Live competition called Paradox Live. With 10 billion yen on the line, four established groups—BAE, The Cat's Whiskers, cozmez, and Akanyatsura—are invited to take center stage. Though wary of the strange circumstances, each of these groups have their own reasons for throwing themselves into the competition. Unfortunately, the path to glory may be more ruthless than they could imagine.

[Written by MAL Rewrite]"
8197,Game World Reincarnation,6.53,12.0,"Action, Sci-Fi","In 2035, an incident known as “The Burst” occurs at a Japanese research facility,  giving birth to the rapidly expanding, consuming, and self-replicating ""Matter."" Snaking its way through the remains of dams and military facilities in the Kurobe Gorge, the hostile Matter is besieged by task forces trying to prevent it from reaching the ocean and mercenaries seeking the truth behind its existence.

Aiko Tachibana lives under constant medical surveillance after being rescued from the Matter. She spends her days waiting out her recovery by making paper planes. Soon, her daily life at school is disturbed by the arrival of transfer student Yuuya Kanzaki, who proceeds to point out a number of inconsistencies regarding her body. Why is she never injured, and why does she suddenly no longer need her wheelchair? He claims that there is more to her existence than she has been led to believe, and that she alone holds the key to ending The Burst.

With many factions now interested in Aiko, she and Yuuya must gather allies and embark on a dangerous pilgrimage into the heart of the infested gorge before the net can close around them. To escape the conspiracy moving against them, the pair must face off against the Matter—an enemy that flows like water.

[Written by MAL Rewrite]
"
