animeID,title,mean_api,num_episodes_api,genres_api,synopsis_api
16225,Dear My Patron,,10.0,Slice of Life,"The story centers on hero pair teams named ""Patraisers,"" consisting of ""Sugars"" and their supporter ""Patrons."" The Patraiser teams ""reinvigorate people's frozen hearts.""

The ""main story"" videos will focus on a single Patraiser pair, consisting of the Sugar Asahi Yuga and his Patron Ryouya Nekoyashiki. The ""side story"" videos will focus on their daily lives, as well as the other characters.

(Source: ANN)"
16226,Ikemen Kyuugo-tai Nurse Angels,,10.0,Comedy,"Features 5 nurses working at the secret service at International Medical Center.

(Source: CDJapan)"
16227,Holiday Love,,20.0,"Drama, Romance","Can a relationship survive after an affair? Azu is 30-year-old stay at home mom and she runs a nail salon in her apartment. While carrying the frustration of thinking that her husband Junpei (32) doesn't love her as a woman anymore, she raises the child they were blessed with and continues through the motions of everyday life. One day, while Azu is running her salon, a customer asks to borrow her cellphone, and shows her something dangerously entrancing. A few days afterward, she receives a notification from an unknown man, sending Junpei and Azu's relationship into the deep-end... From Yukari Koyama of the TV drama ""Rose-Colored Crusade"" comes a challenging original work! You are invited to the story of 4 married people that could take place anywhere, filled with temptation, betrayal, and broken hearts - a true love story!

(Source: Manga Box)"
16228,Kuro-Nikuru Girls,5.34,3.0,"Comedy, Parody, School","The digital sale/airing of the Chain Chronicle: Haecceitas no Hikari movies includes its own unique version of the Chain Chronicle chibi shorts, different from the chibi shorts shown with the theater airing. Their focus is on the female cast."
16229,Ninpuu Kamui Gaiden: Tsukihigai no Maki,6.27,1.0,"Action, Adventure, Historical, Martial Arts, Samurai",A theatrical edited release of episode 21-26.
16230,Panpaka Pants Movie: Bananan Oukoku no Hihou,,1.0,"Adventure, Kids",
16231,Sore Ike! Anpanman: Gomira no Hoshi,5.97,1.0,"Comedy, Fantasy, Kids",
16232,I'll Just Live In Bando,,1.0,"Comedy, Performing Arts","46-year-old Oh Jun-koo is a downtrodden thespian who hasn't worked in ages. The closest he gets to treading the boards nowadays is teaching drama part-time to unappreciative college students. His home life isn't much better. Wife Mig-yeong  is a socially ambitious nagger who's always working late, and son Hyeon-jun is in trouble with police after setting off fireworks on the roof of an apartment block.

Just as Mig-yeong starts making noises about moving to a more upmarket neighborhood and sending daughter Hyeon-seo to an expensive school, Oh receives a lucrative acting offer. At virtually the same time Oh is told he's in pole position for a permanent teaching post. Only catch with the latter is it means giving up acting for good. No sooner has Oh sacrificed what he loves for greater financial security than a serious spanner is thrown in the works. He witnesses what appears to be Professor Cho sexually assaulting student Kim Ki-pum.

(Source: Variety.com)"
16233,Anpanman: The Secret of Fairy Rin-Rin,5.93,1.0,"Comedy, Fantasy, Kids","Anpanman’s strength from the flowers provided by the fairy Rin-Rin is in jeopardy when bad Baikinman tricks her into giving them to him instead!

(Source: TMDB)"
16234,Horror News,5.43,16.0,"Horror, Mythology, Supernatural","Rei Kigata is a first year middle schooler at Ishido Middle School. He is not a believer of any paranormal phenomena such as existence of ghosts or spirits in any kind, but one day at midnight, while he is sleeping, a mysterious newspaper called ""Horror News"" is delivered to his room. The newspaper tells a story in which one of his teachers at the school will get killed in a car accident the following morning and Kigata will be a witness of the accident. The story turns into a fact in the following day and since then, the mysterious newspaper is delivered everyday. He realizes he is haunted by this newspaper and that his life span would be shortened in 100 days every time he reads it.

(Source: Crunchyroll, edited)"
16235,Pui Pui Molcar the Movie: MOLMAX,,1.0,"Anthropomorphic, Comedy, Kids",CG animated movie based on Pui Pui Molcar.
16236,The Shaman Sorceress,,1.0,Drama,"Mohwa, who lives with her deaf daughter Nang-Yi, has been practicing Shamanism her entire life. One day, her son Wook-Yi returns home but as a converted Christian. This sparks conflict between mother and son which ends in a terrible tragedy that leads Nang-Yi to create a mysterious painting.

(Source: Annecy)"
16237,Are You OK? Season 2,7.01,24.0,"Comedy, Drama, Fantasy, Historical, Time Travel","This story takes place in ancient Liang, where many locals, upon their deaths, have their bodies inhabited by souls from 2,000 years in the future, transforming into time travelers. These time travelers bring advanced experiences and knowledge to Liang, simultaneously raising suspicions and concerns among the reigning emperor. Amidst the changing tides, a time traveler named Lou Zhu, who advocates for peace, forms a deep bond with Zuo Yunqi, a native member of a prominent family, and attempts to find a path to progress and coexistence for all. However, tensions between the imperial court and radical time travelers escalate rapidly. 

In an explosive incident, Lou Zhu becomes entangled to prevent mutual destruction but tragically gets buried under a collapsing mountain, and his fate remains uncertain. Half a year passes in the blink of an eye. Seizing the opportunity presented by the major explosion, the emperor orders the eradication of all time travelers, while a radical time traveler organization called the ""Pioneers,"" led by Jiao Jiaoran, seeks to use the upheaval to overthrow the imperial authority and gain an advantage in warfare through the use of modern weaponry. Both sides share a common focus—the legendary Lou Zhu, who is said to be recovering from injuries in the martial arts community."
16238,The Ghost in the Shell,7.42,1.0,"Adult Cast, Detective, Mecha, Mystery, Psychological, Sci-Fi","The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down.

During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents.

(Source: ANN)"
16239,Tsuihou sareta Tensei Juukishi wa Game Chishiki de Musou suru,,0.0,"Action, Adventure, Fantasy, Isekai, Reincarnation","""You useless son of mine! You were supposed to pull master swordsman, but I never thought it would be this tragic!""

The day a child turns fifteen, they undergo the Ritual of Divine Blessing. Already descended from a line of master swordsman, Elymas was supposed to succeed his father. However, he pulls the defective class, the Heavy Knight, and not only loses his status as future head of the household, but he's also exiled. With their unbalanced stats and seemingly useless skills, Heavy Knights are spoked of as a class for cowards and the lazy. However, Elymas knows the truth. The world he lives in is the same as the one of the game he used to play... It is the Heavy Knight that is the most powerful class of them all. Using memories from his past life, Elymas has set out to effectively conquer this entire world.

(Source: Kodansha USA)"
16240,Quanzhi Gaoshou: Rongyao Xiao Juchang,,12.0,"Action, Comedy, Video Game",
16241,Ame to Kimi to,7.53,12.0,"Adult Cast, Pets, Seinen, Slice of Life","As novelist Fuji is returning home in a rainstorm, her attention is caught by something peculiar: an animal resembling a dog asking her to take it in. Although she is reluctant at first, the animal impresses her by handing her an umbrella, resulting in Fuji welcoming the creature into her apartment.

Soon, Fuji realizes that the animal is even smarter than she initially thought, as it begins communicating with her through writing. Whether the two are alone or hanging out with her family and friends, Fuji's new little friend never fails to entertain with its whimsical actions.

[Written by MAL Rewrite]"
16242,Senpai wa Otokonoko Movie: Ame Nochi Hare,7.25,1.0,"Crossdressing, Drama, Love Polygon, Romance, School",Movie sequel to Senpai wa Otokonoko.
16243,Rhapsody,6.43,12.0,"Adventure, Fantasy, Harem, Isekai","Ichirou Suzuki, a programmer nearing his thirties, is drowning in work. Worn out, he eventually has a chance to catch up on sleep, only to wake up and discover himself in a fantasy RPG world, which is mashed together from the games he was debugging in reality. In this new place, he realizes that not only has his appearance changed to a younger version of himself, but his name has also changed to Satou, a nickname he used while running beta tests on games. 

However, before Satou can fully grasp his situation, an army of lizardmen launch an assault on him. Forced to cast a powerful spell in retaliation, Satou wipes them out completely and his level is boosted to 310, effectively maximizing his stats. Now, as a high-leveled adventurer armed with a plethora of skills and no way to return to reality, Satou sets out to explore this magical new world.

[Written by MAL Rewrite]
"
16245,Liu Yao,,0.0,"Drama, Fantasy, Supernatural","A cultivation story about how a declining sect is restored by a narcissist, a troublemaker, a meanie, an idiot and a wimpy kid.

(Source: Novel Updates)"
16246,The Legend of the Sword and Fairy,,2.0,"Action, Fantasy, Romance",
16248,Moffun to Issho,,5.0,Comedy,"A spin-off to the Ousama Sentai King-Ohger TV series, this series portrays the TV show Moffun to Issho, a popular anime within the world of the King-Ohger TV series. These shorts were originally released on the Toei Tokusatsu Fanclub (TTFC) app. "
16249,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,6.28,3.0,Mahou Shoujo,Three unaired episodes.
16250,Zombieland Saga Movie: Yumeginga Paradise,7.34,1.0,"Comedy, Idols (Female), Music, Parody, Supernatural",
16251,Cencoroll 3,,1.0,"Action, Sci-Fi",Third movie in the Cencoroll series.
16252,"'Tis Time for ""Torture,"" Princess Season 2",,0.0,"Comedy, Fantasy, Gourmet, Shounen","Second season of Himesama ""Goumon"" no Jikan desu."
16253,Diamond no Ace: Act II Second Season,,0.0,"School, Shounen, Sports, Team Sports",Sequel to Diamond no Ace: Act II.
16254,Apocalypse Bringer Mynoghra,6.64,13.0,"Adventure, Fantasy, Isekai, Reincarnation","Takuto Ira spent his short life confined to a hospital bed, with the civilization-building game Eternal Nations as his only form of entertainment. His favorite faction within the game—Mynoghra—was infamously complex to navigate and skewed toward evil; moreover, he insisted on playing at the highest difficulty.

After his untimely death, Takuto awakens in a world uncannily reminiscent of Eternal Nations. He is reincarnated as the King of Ruin, sovereign of Mynoghra itself. At his side stands Odei no Atou, the default hero unit of his chosen nation. Remembering every battle they fought together, she pledges unwavering loyalty to Takuto once more.

As Takuto begins to build Mynoghra from scratch in this new world, his early-game strategy remains unchanged: lie low, avoid war, and ensure survival at all costs—ironic for an evil ruler meant to conquer the world. When he offers refuge to persecuted Dark Elves fleeing destruction, a fledgling empire born of a darkness the world has yet to understand begins to take shape.

[Written by MAL Rewrite]"
16255,Watari-kun's ****** Is about to Collapse,6.15,26.0,"Comedy, Drama, Romance, School, Seinen","The daily life of high school student Naoto Watari revolves around his little sister Suzushiro. As their parents passed away two years prior, the siblings have been passed from one relative to another, resulting in Naoto taking the most responsibility for her. Although things have not been easy for the two, Naoto is now content with living at their aunt's place.

This newfound peace is suddenly turned on its head when Satsuki Tachibana enrolls at Naoto's school. The two used to be good friends, but after Satsuki completely destroyed his family's garden, she disappeared from Naoto's life. Despite what happened, Satsuki seems to be making advances toward Naoto now that they have reconnected. Coupled with other people around him that harbor secrets, Naoto's desire for an idyllic life may be at jeopardy.

[Written by MAL Rewrite]"
16256,Nige Jouzu no Wakagimi 2nd Season,,0.0,"Adventure, Comedy, Historical, Samurai, Shounen",Second season of Nige Jouzu no Wakagimi.
16257,Laid-Back Camp Season 4,,0.0,"CGDCT, Iyashikei, Slice of Life","The Outdoor Exploration Club has a new member—Mei, and she's joining them on a club camping trip to Karisaka in Yamanashi. She and Aoi head there by bike, while Chiaki and Toba-sensei travel by car. Rin has plans of her own, and appears to be going solo to Saitama...?

(Source: Yuru Camp Wiki)"
16259,Anne Shirley,7.88,24.0,"Drama, Historical","Eleven-year-old orphan Anne Shirley has spent her life moving from one family to another, always hoping to find a place where she truly belongs. When she is sent to live with elderly siblings Marilla and Matthew Cuthbert at Green Gables, a quiet farm in the town of Avonlea, it is quickly revealed that she is there by mistake. Having expected a boy able to help out with farm work, the Cuthberts are surprised to instead receive a young girl with a vivid imagination and a flair for the dramatic.

Despite the Cuthberts' initial hesitation, Anne's energy, intelligence, and charm soon win them over. Anne settles into her new life, experiencing many things for the first time—such as attending school and making close friends—as she learns to navigate the joys and challenges of growing up.

[Written by MAL Rewrite]"
16261,Bukiyou na Senpai.,6.85,12.0,"Adult Cast, Comedy, Romance, Seinen, Workplace","Kannawa-senpai is considered many things, but smooth is definitely not one of them. Then she meets Kamegawa, her new Kouhai. He's cute, a little nerdy, and easy to talk to. How will this awkward Senpai be able to handle these new feelings?!

(Source: Comikey Media)"
16264,The Love Story of My Immortal Dad,,126.0,"Action, Comedy, Fantasy","An undefeated immortal from three realms go to Earth to meet the mother of his daughter who they conceived when the immortal wandered into the woman's dream.

(Source: MU)"
16265,Kidou Senshi Gundam SEED Freedom Zero,,0.0,"Drama, Mecha, Military, Sci-Fi, Space",Prequel project for Kidou Senshi Gundam SEED Freedom.
16269,Lost in the Moonlight,7.26,14.0,"Adventure, Drama, Sci-Fi, Seinen, Space",The second season of Moonlight Mile.
16270,Gachiakuta,8.06,24.0,"Action, Fantasy, Shounen","The inhabitants of a certain wealthy town think nothing of throwing objects away. However, their waste is priceless to Rudo, a resident of the town's slums. Despite the constant warnings from his adoptive father Regto, Rudo spends his days searching for reusable materials that would otherwise be sent to the giant disposal area known as the Pit. Due to its vastness, the Pit doubles as a means of criminal punishment; those dropped in are never to return again.

When Regto is murdered by a mysterious assailant, Rudo is falsely accused of the crime and thrown into the Pit. To his surprise, he awakens in a trash-filled area inhabited by enormous monsters formed from the junk. As the toxic air and Trash Beasts push Rudo to the brink of death, he is saved by Enjin, one of the Cleaners who wield weapons known as Vital Instruments to fight the monstrosities. Having gained his own Vital Instrument, Rudo soon joins the Cleaners in the hopes of finding a way to escape the Pit and avenge his father.

[Written by MAL Rewrite]"
16271,Beach,,1.0,Avant Garde,"This animation was based on a scene I dreamt, where white smoke was rising from a bed. I was influenced by one of Zhuangzi’s thought, The butterfly dream, and visualized the contrast between dream and reality. While I was creating this piece, I was never aware of whom the man sleeping in the movie was, but somehow, he ended up looking just like my grandfather.

(Source: Official Website)"
16272,Glass no Kamen desu ga to Z Specials,5.66,2.0,"Comedy, Parody, Shoujo","Two unaired episodes of Glass no Kamen desu ga to Z released in various combinations of the parody franchises' DVD/BD release.
"
16273,Marumofubiyori,6.19,8.0,Kids,"Marumofubiyori is a Sanrio universe line introduced in Tokyo's Shinjuku Ward on February 6, 2017. Now with an anime adaptation we see a white bear in a blanket known as Mop and his friends.

(Source: Sanrio Wiki)
"
